team,player,result,x,y
Colorado Avalanche,Devon Toews,SHOT,34.0,14.0
Colorado Avalanche,Devon Toews,SHOT,86.0,26.0
Colorado Avalanche,Cale Makar,SHOT,62.0,17.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,72.0,13.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,40.0,-1.0
Colorado Avalanche,Andre Burakovsky,BLOCKED_SHOT,52.0,-18.0
Colorado Avalanche,Nathan MacKinnon,SHOT,87.0,10.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,37.0,4.0
Colorado Avalanche,Nathan MacKinnon,SHOT,63.0,27.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,69.0,27.0
Colorado Avalanche,Andre Burakovsky,SHOT,58.0,17.0
Colorado Avalanche,Nathan MacKinnon,SHOT,41.0,1.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,83.0,-29.0
Colorado Avalanche,Valeri Nichushkin,MISSED_SHOT,39.0,13.0
Colorado Avalanche,Cale Makar,SHOT,35.0,-29.0
Colorado Avalanche,Erik Johnson,MISSED_SHOT,37.0,-18.0
Colorado Avalanche,Nazem Kadri,SHOT,58.0,-16.0
Colorado Avalanche,Andre Burakovsky,MISSED_SHOT,52.0,1.0
Colorado Avalanche,Mikko Rantanen,SHOT,78.0,-3.0
Colorado Avalanche,Valeri Nichushkin,SHOT,84.0,5.0
Colorado Avalanche,Nathan MacKinnon,SHOT,51.0,-32.0
Colorado Avalanche,Nathan MacKinnon,SHOT,84.0,7.0
Colorado Avalanche,Mikko Rantanen,SHOT,84.0,10.0
Colorado Avalanche,Nazem Kadri,GOAL,84.0,7.0
Colorado Avalanche,Andre Burakovsky,SHOT,77.0,15.0
Colorado Avalanche,Mikhail Maltsev,SHOT,20.0,38.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,58.0,-19.0
Colorado Avalanche,Mikko Rantanen,SHOT,40.0,-5.0
Colorado Avalanche,Mikko Rantanen,SHOT,60.0,30.0
Colorado Avalanche,Gabriel Landeskog,SHOT,83.0,4.0
Colorado Avalanche,Logan O'Connor,SHOT,34.0,22.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,67.0,17.0
Colorado Avalanche,Nathan MacKinnon,SHOT,24.0,30.0
Colorado Avalanche,Andre Burakovsky,MISSED_SHOT,45.0,-25.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,47.0,-7.0
Colorado Avalanche,Nathan MacKinnon,SHOT,81.0,-2.0
Colorado Avalanche,Nathan MacKinnon,GOAL,80.0,-1.0
Colorado Avalanche,Erik Johnson,SHOT,46.0,-23.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,44.0,-5.0
Colorado Avalanche,Jack Johnson,MISSED_SHOT,39.0,32.0
Colorado Avalanche,Alex Newhook,SHOT,82.0,-6.0
Colorado Avalanche,Gabriel Landeskog,SHOT,78.0,6.0
Colorado Avalanche,J.T. Compher,SHOT,69.0,22.0
Colorado Avalanche,Devon Toews,SHOT,36.0,17.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,37.0,-30.0
Colorado Avalanche,Mikko Rantanen,SHOT,61.0,-19.0
Colorado Avalanche,Nathan MacKinnon,SHOT,44.0,0.0
Colorado Avalanche,Mikko Rantanen,GOAL,88.0,-4.0
Colorado Avalanche,Nazem Kadri,GOAL,80.0,9.0
Colorado Avalanche,Darcy Kuemper,SHOT,81.0,7.0
Colorado Avalanche,Cale Makar,SHOT,69.0,-14.0
Colorado Avalanche,Cale Makar,SHOT,38.0,-3.0
Colorado Avalanche,Mikko Rantanen,GOAL,63.0,14.0
Colorado Avalanche,Valeri Nichushkin,SHOT,57.0,-24.0
Colorado Avalanche,Gabriel Landeskog,SHOT,80.0,0.0
Colorado Avalanche,Gabriel Landeskog,MISSED_SHOT,76.0,1.0
Colorado Avalanche,Gabriel Landeskog,MISSED_SHOT,76.0,1.0
Colorado Avalanche,Devon Toews,SHOT,41.0,35.0
Colorado Avalanche,Nazem Kadri,SHOT,79.0,35.0
Colorado Avalanche,Kurtis MacDermid,BLOCKED_SHOT,75.0,-1.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,74.0,1.0
Colorado Avalanche,J.T. Compher,SHOT,73.0,4.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,68.0,-4.0
Colorado Avalanche,Logan O'Connor,SHOT,44.0,24.0
Colorado Avalanche,Kurtis MacDermid,MISSED_SHOT,40.0,-2.0
Colorado Avalanche,Erik Johnson,SHOT,40.0,-32.0
Colorado Avalanche,Mikhail Maltsev,MISSED_SHOT,60.0,-14.0
Colorado Avalanche,Mikhail Maltsev,MISSED_SHOT,79.0,-3.0
Colorado Avalanche,Mikko Rantanen,SHOT,41.0,5.0
Colorado Avalanche,Devon Toews,BLOCKED_SHOT,79.0,-16.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,58.0,-15.0
Colorado Avalanche,Nazem Kadri,SHOT,20.0,19.0
Colorado Avalanche,Nathan MacKinnon,GOAL,62.0,15.0
Colorado Avalanche,Cale Makar,SHOT,35.0,-36.0
Colorado Avalanche,Nathan MacKinnon,SHOT,76.0,4.0
Colorado Avalanche,Tyson Jost,BLOCKED_SHOT,53.0,27.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,41.0,21.0
Colorado Avalanche,Devon Toews,SHOT,81.0,13.0
Colorado Avalanche,Nicolas Aube-Kubel,MISSED_SHOT,42.0,-23.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,77.0,-6.0
Colorado Avalanche,Kurtis MacDermid,SHOT,45.0,28.0
Colorado Avalanche,Devon Toews,SHOT,42.0,31.0
Colorado Avalanche,Alex Newhook,SHOT,66.0,-21.0
Colorado Avalanche,Logan O'Connor,SHOT,22.0,-24.0
Colorado Avalanche,Cale Makar,SHOT,79.0,4.0
Colorado Avalanche,Mikko Rantanen,SHOT,85.0,-10.0
Colorado Avalanche,Cale Makar,SHOT,59.0,16.0
Colorado Avalanche,Mikko Rantanen,GOAL,85.0,-7.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,75.0,-17.0
Colorado Avalanche,Alex Newhook,MISSED_SHOT,57.0,4.0
Colorado Avalanche,Alex Newhook,SHOT,74.0,-2.0
Colorado Avalanche,Alex Newhook,SHOT,80.0,-2.0
Colorado Avalanche,Alex Newhook,GOAL,65.0,8.0
Colorado Avalanche,Mikko Rantanen,SHOT,82.0,-5.0
Colorado Avalanche,Cale Makar,SHOT,47.0,37.0
Colorado Avalanche,Andre Burakovsky,SHOT,53.0,20.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,59.0,-32.0
Colorado Avalanche,Cale Makar,SHOT,31.0,-10.0
Colorado Avalanche,Nazem Kadri,SHOT,69.0,6.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,74.0,30.0
Colorado Avalanche,J.T. Compher,BLOCKED_SHOT,43.0,2.0
Colorado Avalanche,Samuel Girard,BLOCKED_SHOT,84.0,4.0
Colorado Avalanche,J.T. Compher,SHOT,50.0,-20.0
Colorado Avalanche,Tyson Jost,SHOT,79.0,-30.0
Colorado Avalanche,Gabriel Landeskog,MISSED_SHOT,50.0,29.0
Colorado Avalanche,Samuel Girard,MISSED_SHOT,75.0,9.0
Colorado Avalanche,Cale Makar,SHOT,29.0,-33.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,51.0,16.0
Colorado Avalanche,Andre Burakovsky,SHOT,79.0,-19.0
Colorado Avalanche,Andre Burakovsky,SHOT,64.0,15.0
Colorado Avalanche,Tyson Jost,BLOCKED_SHOT,56.0,-11.0
Colorado Avalanche,Tyson Jost,BLOCKED_SHOT,44.0,13.0
Colorado Avalanche,Devon Toews,BLOCKED_SHOT,86.0,12.0
Colorado Avalanche,J.T. Compher,BLOCKED_SHOT,71.0,-3.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,64.0,-1.0
Colorado Avalanche,Nathan MacKinnon,BLOCKED_SHOT,60.0,0.0
Colorado Avalanche,Nathan MacKinnon,SHOT,18.0,-4.0
Colorado Avalanche,Devon Toews,SHOT,64.0,-22.0
Colorado Avalanche,Nathan MacKinnon,SHOT,82.0,7.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,58.0,4.0
Colorado Avalanche,Erik Johnson,MISSED_SHOT,27.0,-35.0
Colorado Avalanche,Kiefer Sherwood,BLOCKED_SHOT,57.0,21.0
Colorado Avalanche,Devon Toews,SHOT,31.0,37.0
Colorado Avalanche,Gabriel Landeskog,BLOCKED_SHOT,70.0,-6.0
Colorado Avalanche,Alex Newhook,BLOCKED_SHOT,47.0,7.0
Colorado Avalanche,Nicolas Aube-Kubel,BLOCKED_SHOT,47.0,21.0
Colorado Avalanche,Nazem Kadri,SHOT,66.0,-1.0
Colorado Avalanche,Nathan MacKinnon,SHOT,76.0,-23.0
Colorado Avalanche,Nicolas Aube-Kubel,BLOCKED_SHOT,53.0,-4.0
Colorado Avalanche,Alex Newhook,BLOCKED_SHOT,49.0,-21.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,49.0,-27.0
Colorado Avalanche,Mikko Rantanen,SHOT,47.0,31.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,77.0,-7.0
Colorado Avalanche,Nathan MacKinnon,GOAL,82.0,-2.0
Colorado Avalanche,Mikko Rantanen,BLOCKED_SHOT,83.0,-24.0
Colorado Avalanche,Devon Toews,SHOT,37.0,29.0
Colorado Avalanche,Nathan MacKinnon,SHOT,81.0,-8.0
Colorado Avalanche,Nazem Kadri,SHOT,59.0,-27.0
Colorado Avalanche,Devon Toews,SHOT,56.0,6.0
Colorado Avalanche,Nazem Kadri,SHOT,64.0,18.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,84.0,-18.0
Colorado Avalanche,Nathan MacKinnon,SHOT,77.0,1.0
Colorado Avalanche,Mikko Rantanen,GOAL,71.0,-7.0
Colorado Avalanche,Mikko Rantanen,SHOT,78.0,2.0
Colorado Avalanche,Gabriel Landeskog,MISSED_SHOT,68.0,1.0
Colorado Avalanche,Kurtis MacDermid,SHOT,47.0,25.0
Colorado Avalanche,Cale Makar,SHOT,74.0,10.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,65.0,26.0
Colorado Avalanche,Nazem Kadri,SHOT,78.0,-1.0
Colorado Avalanche,Devon Toews,SHOT,48.0,-5.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,69.0,-15.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,69.0,12.0
Colorado Avalanche,Andre Burakovsky,BLOCKED_SHOT,59.0,-10.0
Colorado Avalanche,Samuel Girard,MISSED_SHOT,83.0,6.0
Colorado Avalanche,Erik Johnson,SHOT,61.0,-27.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,80.0,5.0
Colorado Avalanche,Logan O'Connor,SHOT,82.0,8.0
Colorado Avalanche,Mikko Rantanen,SHOT,71.0,9.0
Colorado Avalanche,Cale Makar,SHOT,74.0,24.0
Colorado Avalanche,Erik Johnson,MISSED_SHOT,44.0,-9.0
Colorado Avalanche,Nathan MacKinnon,BLOCKED_SHOT,55.0,-27.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,58.0,19.0
Colorado Avalanche,Devon Toews,BLOCKED_SHOT,77.0,-1.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,61.0,27.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,66.0,14.0
Colorado Avalanche,Mikhail Maltsev,SHOT,78.0,-11.0
Colorado Avalanche,J.T. Compher,MISSED_SHOT,75.0,0.0
Colorado Avalanche,Mikko Rantanen,SHOT,62.0,-19.0
Colorado Avalanche,Cale Makar,SHOT,47.0,21.0
Colorado Avalanche,Devon Toews,MISSED_SHOT,42.0,3.0
Colorado Avalanche,Andre Burakovsky,SHOT,40.0,3.0
Colorado Avalanche,Andre Burakovsky,MISSED_SHOT,77.0,0.0
Colorado Avalanche,Logan O'Connor,SHOT,85.0,13.0
Colorado Avalanche,Nazem Kadri,SHOT,32.0,-27.0
Colorado Avalanche,Samuel Girard,GOAL,69.0,1.0
Colorado Avalanche,Gabriel Landeskog,MISSED_SHOT,63.0,-17.0
Colorado Avalanche,Kiefer Sherwood,SHOT,63.0,7.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,77.0,6.0
Colorado Avalanche,Samuel Girard,BLOCKED_SHOT,69.0,-8.0
Colorado Avalanche,Mikhail Maltsev,MISSED_SHOT,40.0,19.0
Colorado Avalanche,Erik Johnson,SHOT,11.0,-36.0
Colorado Avalanche,Nazem Kadri,SHOT,56.0,-12.0
Colorado Avalanche,Logan O'Connor,SHOT,78.0,-1.0
Colorado Avalanche,J.T. Compher,SHOT,62.0,-24.0
Colorado Avalanche,Logan O'Connor,SHOT,65.0,22.0
Colorado Avalanche,Nazem Kadri,SHOT,58.0,36.0
Colorado Avalanche,Andre Burakovsky,SHOT,75.0,4.0
Colorado Avalanche,Nathan MacKinnon,BLOCKED_SHOT,82.0,-3.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,86.0,-25.0
Colorado Avalanche,Samuel Girard,SHOT,39.0,19.0
Colorado Avalanche,Nazem Kadri,GOAL,20.0,-39.0
Colorado Avalanche,J.T. Compher,MISSED_SHOT,88.0,-9.0
Colorado Avalanche,Jack Johnson,MISSED_SHOT,42.0,29.0
Colorado Avalanche,Mikko Rantanen,SHOT,69.0,6.0
Colorado Avalanche,Gabriel Landeskog,SHOT,80.0,-5.0
Colorado Avalanche,Cale Makar,SHOT,37.0,0.0
Colorado Avalanche,Mikhail Maltsev,MISSED_SHOT,80.0,5.0
Colorado Avalanche,Samuel Girard,BLOCKED_SHOT,77.0,-19.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,53.0,15.0
Colorado Avalanche,Gabriel Landeskog,SHOT,70.0,-29.0
Colorado Avalanche,Mikko Rantanen,SHOT,66.0,-11.0
Colorado Avalanche,Gabriel Landeskog,SHOT,53.0,-31.0
Colorado Avalanche,Mikko Rantanen,GOAL,82.0,5.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,67.0,16.0
Colorado Avalanche,Devon Toews,BLOCKED_SHOT,71.0,-1.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,77.0,1.0
Colorado Avalanche,Logan O'Connor,BLOCKED_SHOT,72.0,-15.0
Colorado Avalanche,Cale Makar,SHOT,87.0,-9.0
Colorado Avalanche,Logan O'Connor,BLOCKED_SHOT,65.0,11.0
Colorado Avalanche,Kiefer Sherwood,GOAL,70.0,-7.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,69.0,-1.0
Colorado Avalanche,Logan O'Connor,BLOCKED_SHOT,65.0,0.0
Colorado Avalanche,Devon Toews,BLOCKED_SHOT,77.0,3.0
Colorado Avalanche,J.T. Compher,BLOCKED_SHOT,77.0,0.0
Colorado Avalanche,Tyson Jost,BLOCKED_SHOT,53.0,-12.0
Colorado Avalanche,Nathan MacKinnon,BLOCKED_SHOT,80.0,10.0
Colorado Avalanche,Logan O'Connor,SHOT,55.0,-30.0
Colorado Avalanche,Samuel Girard,SHOT,37.0,-11.0
Colorado Avalanche,Nicolas Aube-Kubel,MISSED_SHOT,81.0,11.0
Colorado Avalanche,Gabriel Landeskog,BLOCKED_SHOT,44.0,-11.0
Colorado Avalanche,Mikko Rantanen,BLOCKED_SHOT,45.0,-27.0
Colorado Avalanche,J.T. Compher,SHOT,83.0,-8.0
Colorado Avalanche,Gabriel Landeskog,SHOT,55.0,30.0
Colorado Avalanche,Cale Makar,SHOT,77.0,-7.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,85.0,-13.0
Colorado Avalanche,Mikhail Maltsev,SHOT,82.0,32.0
Colorado Avalanche,Jack Johnson,SHOT,33.0,24.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,73.0,-2.0
Colorado Avalanche,Nathan MacKinnon,SHOT,27.0,-32.0
Colorado Avalanche,Samuel Girard,BLOCKED_SHOT,77.0,6.0
Colorado Avalanche,Devon Toews,SHOT,72.0,-13.0
Colorado Avalanche,J.T. Compher,BLOCKED_SHOT,64.0,-10.0
Colorado Avalanche,Nicolas Aube-Kubel,GOAL,69.0,0.0
Colorado Avalanche,Logan O'Connor,SHOT,17.0,-1.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,76.0,-11.0
Colorado Avalanche,Nazem Kadri,SHOT,66.0,10.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,71.0,-9.0
Colorado Avalanche,Logan O'Connor,SHOT,18.0,-6.0
Colorado Avalanche,Tyson Jost,SHOT,83.0,6.0
Colorado Avalanche,Tyson Jost,SHOT,80.0,2.0
Colorado Avalanche,Mikko Rantanen,SHOT,33.0,1.0
Colorado Avalanche,Mikhail Maltsev,SHOT,69.0,38.0
Colorado Avalanche,Samuel Girard,SHOT,22.0,30.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,67.0,1.0
Colorado Avalanche,Devon Toews,GOAL,61.0,-18.0
Colorado Avalanche,Nathan MacKinnon,SHOT,78.0,-10.0
Colorado Avalanche,Cale Makar,SHOT,39.0,21.0
Colorado Avalanche,Erik Johnson,SHOT,85.0,7.0
Colorado Avalanche,Valeri Nichushkin,BLOCKED_SHOT,52.0,-1.0
Colorado Avalanche,Mikko Rantanen,SHOT,38.0,-29.0
Colorado Avalanche,Kurtis MacDermid,BLOCKED_SHOT,64.0,15.0
Colorado Avalanche,Nathan MacKinnon,SHOT,55.0,-2.0
Colorado Avalanche,Nazem Kadri,SHOT,49.0,18.0
Colorado Avalanche,Nathan MacKinnon,MISSED_SHOT,67.0,18.0
Colorado Avalanche,Alex Newhook,GOAL,59.0,4.0
Colorado Avalanche,Samuel Girard,SHOT,4.0,-19.0
Colorado Avalanche,Mikhail Maltsev,MISSED_SHOT,60.0,23.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,76.0,7.0
Colorado Avalanche,Jack Johnson,SHOT,35.0,-34.0
Colorado Avalanche,Gabriel Landeskog,SHOT,10.0,39.0
Colorado Avalanche,Devon Toews,SHOT,43.0,15.0
Colorado Avalanche,Devon Toews,SHOT,43.0,26.0
Colorado Avalanche,Mikko Rantanen,SHOT,51.0,-25.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,32.0,-21.0
Colorado Avalanche,Nazem Kadri,SHOT,77.0,-1.0
Colorado Avalanche,Nazem Kadri,SHOT,81.0,1.0
Colorado Avalanche,Valeri Nichushkin,SHOT,80.0,-3.0
Colorado Avalanche,Alex Newhook,SHOT,41.0,4.0
Colorado Avalanche,Alex Newhook,MISSED_SHOT,59.0,-0.0
Colorado Avalanche,Devon Toews,SHOT,51.0,26.0
Colorado Avalanche,Alex Newhook,SHOT,77.0,-6.0
Colorado Avalanche,Jack Johnson,MISSED_SHOT,60.0,21.0
Colorado Avalanche,Tyson Jost,SHOT,48.0,-28.0
Colorado Avalanche,Erik Johnson,SHOT,40.0,-10.0
Colorado Avalanche,Mikhail Maltsev,SHOT,58.0,17.0
Colorado Avalanche,Gabriel Landeskog,BLOCKED_SHOT,76.0,11.0
Colorado Avalanche,Mikko Rantanen,SHOT,11.0,-39.0
Colorado Avalanche,Nazem Kadri,SHOT,53.0,41.0
Colorado Avalanche,Jack Johnson,MISSED_SHOT,33.0,37.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,63.0,-27.0
Colorado Avalanche,Nathan MacKinnon,SHOT,67.0,-1.0
Colorado Avalanche,Valeri Nichushkin,BLOCKED_SHOT,61.0,-23.0
Colorado Avalanche,Alex Newhook,BLOCKED_SHOT,72.0,-8.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,67.0,6.0
Colorado Avalanche,Nathan MacKinnon,SHOT,49.0,30.0
Colorado Avalanche,Valeri Nichushkin,GOAL,71.0,-1.0
Colorado Avalanche,J.T. Compher,SHOT,78.0,-1.0
Colorado Avalanche,Mikhail Maltsev,SHOT,50.0,1.0
Colorado Avalanche,Mikhail Maltsev,MISSED_SHOT,58.0,16.0
Colorado Avalanche,Nathan MacKinnon,SHOT,53.0,-7.0
Colorado Avalanche,Devon Toews,BLOCKED_SHOT,53.0,-30.0
Colorado Avalanche,Andre Burakovsky,SHOT,56.0,-20.0
Colorado Avalanche,Jack Johnson,SHOT,37.0,35.0
Colorado Avalanche,Valeri Nichushkin,BLOCKED_SHOT,56.0,11.0
Colorado Avalanche,Erik Johnson,SHOT,38.0,-16.0
Colorado Avalanche,Mikhail Maltsev,BLOCKED_SHOT,48.0,27.0
Colorado Avalanche,Nazem Kadri,SHOT,80.0,-5.0
Colorado Avalanche,Andre Burakovsky,SHOT,36.0,-0.0
Colorado Avalanche,Andre Burakovsky,MISSED_SHOT,77.0,-6.0
Colorado Avalanche,J.T. Compher,BLOCKED_SHOT,50.0,-22.0
Colorado Avalanche,Nathan MacKinnon,SHOT,81.0,12.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,53.0,14.0
Colorado Avalanche,Mikko Rantanen,MISSED_SHOT,40.0,-31.0
Colorado Avalanche,Alex Newhook,MISSED_SHOT,77.0,11.0
Colorado Avalanche,Devon Toews,SHOT,40.0,-1.0
Colorado Avalanche,Valeri Nichushkin,BLOCKED_SHOT,79.0,2.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,80.0,5.0
Colorado Avalanche,Alex Newhook,SHOT,58.0,16.0
Colorado Avalanche,Gabriel Landeskog,SHOT,70.0,16.0
Colorado Avalanche,Mikko Rantanen,SHOT,53.0,1.0
Colorado Avalanche,J.T. Compher,BLOCKED_SHOT,78.0,-5.0
Colorado Avalanche,Gabriel Landeskog,SHOT,59.0,-18.0
Colorado Avalanche,Cale Makar,BLOCKED_SHOT,53.0,-0.0
Colorado Avalanche,Nathan MacKinnon,SHOT,80.0,4.0
Colorado Avalanche,Cale Makar,SHOT,64.0,16.0
Colorado Avalanche,Gabriel Landeskog,MISSED_SHOT,56.0,13.0
Colorado Avalanche,Gabriel Landeskog,GOAL,61.0,8.0
Colorado Avalanche,Valeri Nichushkin,SHOT,60.0,18.0
Colorado Avalanche,Andre Burakovsky,MISSED_SHOT,84.0,6.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,85.0,-19.0
Colorado Avalanche,Samuel Girard,MISSED_SHOT,34.0,-14.0
Colorado Avalanche,Alex Newhook,SHOT,65.0,-17.0
Colorado Avalanche,Samuel Girard,SHOT,46.0,19.0
Colorado Avalanche,Tyson Jost,MISSED_SHOT,54.0,15.0
Colorado Avalanche,Nicolas Aube-Kubel,SHOT,82.0,-7.0
Colorado Avalanche,Logan O'Connor,MISSED_SHOT,70.0,10.0
Colorado Avalanche,J.T. Compher,BLOCKED_SHOT,45.0,-25.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,33.0,2.0
Colorado Avalanche,Valeri Nichushkin,SHOT,64.0,8.0
Colorado Avalanche,Valeri Nichushkin,SHOT,43.0,-11.0
Colorado Avalanche,Nathan MacKinnon,SHOT,78.0,-20.0
Colorado Avalanche,Nazem Kadri,SHOT,63.0,-40.0
Colorado Avalanche,Mikko Rantanen,SHOT,54.0,-18.0
Colorado Avalanche,Alex Newhook,MISSED_SHOT,59.0,-16.0
Colorado Avalanche,Nazem Kadri,SHOT,94.0,-26.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,77.0,9.0
Colorado Avalanche,Cale Makar,MISSED_SHOT,31.0,-26.0
Colorado Avalanche,Jack Johnson,SHOT,33.0,-13.0
Colorado Avalanche,Samuel Girard,SHOT,39.0,35.0
Colorado Avalanche,Gabriel Landeskog,SHOT,85.0,9.0
Colorado Avalanche,Nazem Kadri,SHOT,78.0,13.0
Colorado Avalanche,Nazem Kadri,SHOT,84.0,9.0
Colorado Avalanche,Nathan MacKinnon,SHOT,66.0,-21.0
Colorado Avalanche,Jack Johnson,SHOT,49.0,-33.0
Colorado Avalanche,Mikhail Maltsev,SHOT,78.0,-7.0
Colorado Avalanche,Nazem Kadri,SHOT,56.0,11.0
Colorado Avalanche,Nathan MacKinnon,SHOT,69.0,18.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,81.0,9.0
Colorado Avalanche,Nazem Kadri,GOAL,55.0,14.0
Colorado Avalanche,J.T. Compher,BLOCKED_SHOT,51.0,2.0
Colorado Avalanche,Valeri Nichushkin,MISSED_SHOT,74.0,0.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,76.0,-6.0
Colorado Avalanche,Kurtis MacDermid,BLOCKED_SHOT,74.0,-10.0
Colorado Avalanche,Samuel Girard,BLOCKED_SHOT,75.0,-2.0
Colorado Avalanche,Gabriel Landeskog,SHOT,27.0,-4.0
Colorado Avalanche,Gabriel Landeskog,SHOT,81.0,2.0
Colorado Avalanche,Devon Toews,BLOCKED_SHOT,80.0,3.0
Colorado Avalanche,J.T. Compher,MISSED_SHOT,23.0,-38.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,87.0,-8.0
Colorado Avalanche,Logan O'Connor,BLOCKED_SHOT,65.0,-3.0
Colorado Avalanche,Nazem Kadri,SHOT,53.0,26.0
Colorado Avalanche,Cale Makar,SHOT,38.0,-7.0
Colorado Avalanche,Mikko Rantanen,GOAL,81.0,-7.0
Colorado Avalanche,Devon Toews,BLOCKED_SHOT,66.0,-16.0
Colorado Avalanche,Nathan MacKinnon,SHOT,81.0,8.0
Colorado Avalanche,Andre Burakovsky,SHOT,71.0,-39.0
Colorado Avalanche,Logan O'Connor,MISSED_SHOT,42.0,7.0
Colorado Avalanche,Kurtis MacDermid,SHOT,35.0,25.0
Colorado Avalanche,Logan O'Connor,MISSED_SHOT,87.0,5.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,59.0,-2.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,81.0,-13.0
Colorado Avalanche,J.T. Compher,BLOCKED_SHOT,56.0,-2.0
Colorado Avalanche,Devon Toews,SHOT,35.0,-31.0
Colorado Avalanche,Kurtis MacDermid,GOAL,47.0,-13.0
Colorado Avalanche,Jack Johnson,SHOT,32.0,33.0
Colorado Avalanche,Tyson Jost,SHOT,84.0,6.0
Colorado Avalanche,Kurtis MacDermid,SHOT,27.0,31.0
Colorado Avalanche,Erik Johnson,SHOT,43.0,15.0
Colorado Avalanche,Erik Johnson,SHOT,90.0,28.0
Colorado Avalanche,Tyson Jost,SHOT,79.0,-0.0
Colorado Avalanche,Erik Johnson,BLOCKED_SHOT,68.0,-5.0
Colorado Avalanche,Jack Johnson,BLOCKED_SHOT,73.0,-8.0
Colorado Avalanche,Andre Burakovsky,SHOT,50.0,-15.0
Colorado Avalanche,Mikko Rantanen,SHOT,85.0,15.0
Colorado Avalanche,Jack Johnson,MISSED_SHOT,34.0,33.0
Colorado Avalanche,Samuel Girard,SHOT,35.0,29.0
Colorado Avalanche,Samuel Girard,MISSED_SHOT,36.0,27.0
Colorado Avalanche,Mikhail Maltsev,SHOT,75.0,-38.0
Colorado Avalanche,Kurtis MacDermid,SHOT,32.0,-2.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,81.0,2.0
Colorado Avalanche,Valeri Nichushkin,SHOT,65.0,25.0
Colorado Avalanche,Cale Makar,SHOT,75.0,39.0
Colorado Avalanche,Mikko Rantanen,BLOCKED_SHOT,82.0,4.0
Colorado Avalanche,Nazem Kadri,MISSED_SHOT,77.0,9.0
Colorado Avalanche,Tyson Jost,MISSED_SHOT,47.0,23.0
Colorado Avalanche,Kurtis MacDermid,MISSED_SHOT,34.0,17.0
Colorado Avalanche,J.T. Compher,MISSED_SHOT,76.0,-2.0
